company_name,career_url,website,industry,category,country,state,headquarters,company_size,founded_year,ats_platform,ats_token,ats_confidence,ats_detection_method,internship_available,graduate_program,freshers_hiring,remote_friendly,ai_hiring_score,hiring_frequency,preferred_roles,preferred_technologies,tech_stack,career_status,last_verified_date,india_priority,ai_data_relevance,fresher_potential,url_confidence,recommended_for_ai_data,source,http_status,redirect_url,verified_career_url,discovered_ats_url,ats_tenant,ats_board,active_status
Lear Corporation,https://www.learcorporation.com/careers,https://www.learcorporation.com/,Automotive & Mobility,automotive,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,200,https://www.hugedomains.com/domain_profile.cfm?d=learcorporation.com,,,,,True
Leegality,https://careers.leegality.com/,https://www.leegality.com/,Document Infrastructure,fintech,IN,Haryana,Gurugram,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,redirect,2026-07-22,,,,,,,,,,,,,True
Leidos,https://www.leidos.com/careers,https://www.leidos.com/,IT Services & Consulting,it_services,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Strong,Verify,Monitor,mnc_excel_2026,403,https://careers.leidos.com/,,,,,True
Lendingkart,https://www.lendingkart.com/careers,https://www.lendingkart.com/,SME lending,startup,IN,Gujarat,Ahmedabad,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Lenskart,https://www.lenskart.com/careers,https://www.lenskart.com/,Eyewear Retail,ecommerce,IN,Haryana,"Gurugram, Haryana",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,redirect,2026-07-22,,,,,,,,,,,,,True
Lentra,https://www.lentra.ai/careers,https://www.lentra.ai/,AI lending platform,ai_genai,IN,Maharashtra,Pune,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
Level AI,https://thelevel.ai/careers/,https://www.thelevel.ai/,Contact center AI,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,lever,levelai,0.95,page_body,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
Levi Strauss,https://www.levistrauss.com/careers/,https://www.levistrauss.com/,"FMCG, Retail & Consumer",retail,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
LG Soft India,https://www.lg.com/global/careers,https://www.lg.com/,Consumer Electronics,gcc,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,blocked,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Liberty Mutual,https://www.libertymutual.com/careers,https://www.libertymutual.com/,Insurance,bfsi,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,200,https://www.libertymutualgroup.com/about-lm/careers/overview,https://www.libertymutualgroup.com/about-lm/careers/overview,,,,True
LIC,https://licindia.in/careers,https://www.licindia.in/,Insurance,bfsi,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,working,2026-07-22,,,,,,,,,,,,,True
Licious,https://www.licious.in/careers,https://www.licious.in/,D2C Meat & Seafood,foodtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
LimeChat,https://www.limechat.ai/,https://www.limechat.ai/,Conversational commerce AI,saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,homepage_only,2026-07-22,,,,,,,,,,,,,True
Linde,https://www.linde.com/careers,https://www.linde.com/,"Industrial, Engineering & Energy",manufacturing,IE,Unknown,Ireland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,not_found,2026-08-09,Tier 2,Medium,Possible,Broken,Monitor,mnc_excel_2026,404,,,,,,False
LinkedIn,https://careers.linkedin.com,https://www.linkedin.com/,Software/Social,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,8,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-08-09,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,200,,https://careers.linkedin.com/,,,,True
Livspace,https://www.livspace.com/in/careers,https://www.livspace.com/,Home Interiors,consumer,IN,Karnataka,Bengaluru,large,Unknown,recruitee,u002Flivtech,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,working,2026-07-22,,,,,,,,,,,,,True
Lloyds Technology Centre India,https://www.lloydsbankinggroup.com/careers.html,https://www.lloydsbankinggroup.com/,Financial Services,gcc,IN,Telangana,Hyderabad,enterprise,Unknown,workday,lbg,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,,,,,,,,,,,,,True
LoadShare Networks,https://loadshare.net/careers/,https://www.loadshare.net/,Logistics,mobility,IN,Karnataka,Bengaluru,small,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Loco,https://www.loco.gg/,https://www.loco.gg/,Game Streaming,gaming,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Game Developer; Data Scientist; SDET,Java; Unity; Python; AWS; Go,Java; Unity; Python; AWS; Go,redirect,2026-07-22,,,,,,,,,,,,,True
Locobuzz,https://locobuzz.com/careers/,https://www.locobuzz.com/,Social / CX analytics AI,analytics_ai,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,working,2026-07-22,,,,,,,,,,,,,True
Locus,https://locus.sh/careers,https://www.locus.sh/,Supply Chain SaaS,saas,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,lever,locus,0.85,seed,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Log9 Materials,https://www.log9materials.com/,https://www.log9materials.com/,Battery technology,climate_ev,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
LogiNext,https://www.loginextsolutions.com/careers,https://www.loginextsolutions.com/,Logistics SaaS,saas,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,redirect,2026-07-22,,,,,,,,,,,,,True
Lohum Cleantech,https://lohum.com/careers,https://www.lohum.com/,Battery recycling,climate_ev,IN,Uttar Pradesh,Noida,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Loop Health,https://www.loophealth.com/careers,https://www.loophealth.com/,Health insurance,healthtech,IN,Maharashtra,Pune,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
Louis Dreyfus Company,https://www.louisdreyfuscompany.com/careers,https://www.louisdreyfuscompany.com/,"Food, Agriculture & Chemicals",other,NL,Unknown,Netherlands,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,https://www.ldc.com/careers,,,,,True
Lowe's India,https://careers.lowes.com,https://www.lowes.com/,Retail Tech,gcc,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,unverified,2026-08-09,Tier 2,High,Possible,Verify,Monitor,indian_seed+mnc_excel_2026,0,,,,,,True
LSEG India,https://www.lseg.com/en/careers,https://www.lseg.com/,Financial Data/Exchange,gcc,IN,Karnataka,Bengaluru,enterprise,Unknown,workday,lseg,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,,,,,,,,,,,,,True
LTIMindtree,https://www.ltimindtree.com/careers,https://www.ltimindtree.com/,IT Services,it_services,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
LTTS,https://www.ltts.com/careers,https://www.ltts.com/,Engineering R&D Services,it_services,IN,Gujarat,"Vadodara, Gujarat",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
Lufthansa Group,https://www.lufthansagroup.com/careers,https://www.lufthansagroup.com/,"Logistics, Travel & Aviation",other,DE,Unknown,Germany,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
Lupin,https://careers.lupin.com/,https://www.lupin.com/,Pharmaceuticals,pharma,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,successfactors,performancemanager8,0.95,page_body,Unknown,Unknown,Unknown,Unknown,5,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,working,2026-07-22,,,,,,,,,,,,,True
Lybrate,https://www.lybrate.com/jobs,https://www.lybrate.com/,Healthtech / Telemedicine,healthtech,IN,Delhi,New Delhi,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
Lyft,https://www.lyft.com/careers,https://www.lyft.com/,"Logistics, Travel & Aviation",other,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,200,,https://www.lyft.com/careers,,,,True
Lyzr AI,https://www.lyzr.ai/careers,https://www.lyzr.ai/,Agentic AI framework,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,teamtailor,app,0.95,page_body,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
M2P Fintech,https://m2pfintech.com/careers,https://www.m2pfintech.com/,FinTech,fintech,IN,Tamil Nadu,"Chennai, Tamil Nadu",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,redirect,2026-07-22,,,,,,,,,,,,,True
Macquarie India,https://www.macquarie.com/careers.html,https://www.macquarie.com/,Financial Services,gcc,IN,Haryana,Gurugram,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirected,2026-08-09,Tier 1,High,Strong,High,Monitor,indian_seed+mnc_excel_2026,200,https://www.macquarie.com/in/en/careers.html,https://www.macquarie.com/in/en/careers.html,,,,True
Mad Street Den,https://www.madstreetden.com/careers,https://www.madstreetden.com/,Artificial Intelligence,analytics_ai,IN,Tamil Nadu,"Chennai, Tamil Nadu",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,working,2026-07-22,,,,,,,,,,,,,True
Magenta Mobility,https://www.magentamobility.com/careers,https://www.magentamobility.com/,EV fleet logistics,climate_ev,IN,Maharashtra,Navi Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
MagicBricks,https://www.magicbricks.com/careers,https://www.magicbricks.com/,PropTech,consumer,IN,Uttar Pradesh,Noida,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,working,2026-07-22,,,,,,,,,,,,,True
Magicpin,https://magicpin.in/careers/,https://www.magicpin.in/,Local Discovery & Commerce,consumer,IN,Haryana,Gurugram,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,working,2026-07-22,,,,,,,,,,,,,True
Magna International,https://www.magnainternational.com/careers,https://www.magnainternational.com/,Automotive & Mobility,automotive,CA,Unknown,Canada,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Mahindra & Mahindra,https://www.mahindraandmahindra.com/careers,https://www.mahindraandmahindra.com/,Automotive & Mobility,automotive,IN,Unknown,India,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Mahindra Electric (Mahindra Last Mile Mobility),https://www.mahindra.com/careers,https://www.mahindraelectric.com/,Electric Vehicles,automotive,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Embedded Engineer; Software Engineer; Data Engineer; QA Engineer,C++; Python; AUTOSAR; MATLAB,C++; Python; AUTOSAR; MATLAB,redirect,2026-07-22,,,,,,,,,,,,,True
Mahindra Finance,https://www.mahindrafinance.com/careers,https://www.mahindrafinance.com/,NBFC,bfsi,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,blocked,2026-07-22,,,,,,,,,,,,,True
Mahindra Group,https://www.mahindra.com/careers,https://www.mahindra.com/,Conglomerate,conglomerate,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Mahindra Logistics,https://mahindralogistics.com/careers/,https://www.mahindralogistics.com/,Logistics,conglomerate,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Majesco,https://www.majesco.com/careers/,https://www.majesco.com/,Insurance Software,it_services,IN,Maharashtra,Pune,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
MakeMyTrip,https://careers.makemytrip.com,https://www.careers.makemytrip.com/,Travel Tech,ecommerce,IN,Haryana,"Gurugram, Haryana",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,working,2026-07-22,,,,,,,,,,,,,True
Mamaearth,https://mamaearth.in/careers,https://www.mamaearth.in/,D2C Personal Care,consumer,IN,Haryana,Gurugram,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,not_found,2026-07-22,,,,,,,,,,,,,False
